experiment,frequency,shell,threads,utility,op1,op2,sysfs-powercap-rapl,perf-ipc,perf-freq,ipc-estimate,metricq
9,0,2,48,1,0,0,647.720181,2.057488,2.992227,0.000000,1405.500000
11,0,2,48,1,0,0,611.904111,0.064472,2.992307,0.000000,1359.460000
6,0,2,48,1,0,0,646.068880,3.672760,1.963661,0.000000,1404.120000
4,0,2,56,1,0,0,631.195008,2.122275,2.991154,0.000000,1386.420000
5,0,2,56,1,0,0,614.619047,3.876077,2.779526,0.000000,1369.840000
8,0,2,56,1,0,0,654.143722,2.930613,2.479619,0.000000,1411.240000
14,0,2,56,1,0,0,664.759569,3.655051,2.412339,0.000000,1423.720000
13,0,2,56,1,0,0,676.216215,1.901851,2.768753,0.000000,1437.860000
3,0,2,56,1,0,0,652.581746,2.108184,2.992400,0.000000,1412.140000
9,0,2,56,1,0,0,659.379716,2.057463,2.992365,0.000000,1419.300000
11,0,2,56,1,0,0,615.750934,0.064472,2.992368,0.000000,1364.380000
6,0,2,56,1,0,0,643.403018,3.662918,1.811911,0.000000,1401.240000
4,0,2,64,1,0,0,650.086099,2.120518,2.990157,0.000000,1411.740000
5,0,2,64,1,0,0,640.412870,3.877055,2.807921,0.000000,1398.960000
8,0,2,64,1,0,0,741.526677,2.930644,2.543710,0.000000,1518.020000
14,0,2,64,1,0,0,755.061650,3.664440,2.481449,0.000000,1535.800000
13,0,2,64,1,0,0,760.319680,2.028553,2.795896,0.000000,1539.240000
3,0,2,64,1,0,0,657.843833,2.108209,2.991851,0.000000,1420.920000
9,0,2,64,1,0,0,663.967265,2.057434,2.991852,0.000000,1427.600000
11,0,2,64,1,0,0,612.747081,0.064472,2.991802,0.000000,1362.440000
6,0,2,64,1,0,0,746.582079,3.669237,1.857635,0.000000,1524.620000
4,0,2,72,1,0,0,664.273567,2.120076,2.989874,0.000000,1430.220000
5,0,2,72,1,0,0,665.156365,3.877085,2.825096,0.000000,1428.340000
8,0,2,72,1,0,0,756.606152,2.930111,2.593379,0.000000,1538.200000
14,0,2,72,1,0,0,773.438976,3.669648,2.538365,0.000000,1555.960000
13,0,2,72,1,0,0,780.154253,2.102471,2.817441,0.000000,1562.720000
3,0,2,72,1,0,0,661.869064,2.108196,2.991694,0.000000,1424.060000
9,0,2,72,1,0,0,665.918729,2.057461,2.991627,0.000000,1428.740000
11,0,2,72,1,0,0,613.878398,0.064472,2.991608,0.000000,1363.240000
6,0,2,72,1,0,0,764.364400,3.671611,1.894751,0.000000,1546.740000
4,0,2,80,1,0,0,678.781780,2.120153,2.989591,0.000000,1443.020000
5,0,2,80,1,0,0,688.806537,3.877685,2.840894,0.000000,1459.040000
8,0,2,80,1,0,0,762.789770,2.928103,2.632889,0.000000,1543.120000
14,0,2,80,1,0,0,778.314337,3.671935,2.583738,0.000000,1562.300000
13,0,2,80,1,0,0,785.920870,2.115967,2.833308,0.000000,1569.340000
3,0,2,80,1,0,0,654.615834,2.108166,2.991396,0.000000,1415.840000
9,0,2,80,1,0,0,625.904969,2.057498,2.991009,0.000000,1381.360000
11,0,2,80,1,0,0,537.607230,0.064472,2.990428,0.000000,1274.840000
6,0,2,80,1,0,0,769.694543,3.671921,1.924707,0.000000,1550.520000
4,0,2,88,1,0,0,707.853853,2.121305,2.981449,0.000000,1478.540000
5,0,2,88,1,0,0,714.019021,3.877737,2.853034,0.000000,1490.680000
8,0,2,88,1,0,0,765.917616,2.929651,2.583893,0.000000,1546.160000
14,0,2,88,1,0,0,782.835776,3.672507,2.564460,0.000000,1566.700000
13,0,2,88,1,0,0,791.773633,2.089137,2.832794,0.000000,1574.940000
3,0,2,88,1,0,0,635.242014,2.108187,2.990880,0.000000,1393.780000
9,0,2,88,1,0,0,657.240656,2.057512,2.991147,0.000000,1419.180000
11,0,2,88,1,0,0,534.216097,0.064472,2.989838,0.000000,1271.100000
6,0,2,88,1,0,0,773.337142,3.670810,1.947069,0.000000,1555.760000
4,0,2,96,1,0,0,720.626658,2.121212,2.981680,0.000000,1497.940000
5,0,2,96,1,0,0,723.742567,3.877174,2.839594,0.000000,1501.640000
8,0,2,96,1,0,0,767.458906,2.931061,2.544186,0.000000,1548.860000
14,0,2,96,1,0,0,786.803474,3.674260,2.512257,0.000000,1570.480000
13,0,2,96,1,0,0,794.457765,2.048272,2.794811,0.000000,1578.880000
3,0,2,96,1,0,0,673.458697,2.108205,2.991005,0.000000,1439.360000
9,0,2,96,1,0,0,687.283910,2.057532,2.991051,0.000000,1456.080000
11,0,2,96,1,0,0,603.152826,0.064472,2.990821,0.000000,1351.680000
6,0,2,96,1,0,0,776.753728,3.670970,1.920832,0.000000,1559.240000
4,0,2,104,1,0,0,719.796947,2.120884,2.988475,0.000000,1495.440000
5,0,2,104,1,0,0,723.795390,3.877018,2.814176,0.000000,1502.220000
8,0,2,104,1,0,0,769.642730,2.930077,2.497584,0.000000,1551.360000
14,0,2,104,1,0,0,790.300430,3.668705,2.453634,0.000000,1574.020000
13,0,2,104,1,0,0,797.104249,1.999297,2.743759,0.000000,1580.780000
3,0,2,104,1,0,0,689.659649,2.108205,2.990926,0.000000,1459.320000
9,0,2,104,1,0,0,697.821703,2.057513,2.990997,0.000000,1469.100000
11,0,2,104,1,0,0,618.737627,0.064472,2.990900,0.000000,1369.820000
6,0,2,104,1,0,0,778.945786,3.666863,1.856967,0.000000,1562.140000
4,0,2,112,1,0,0,720.801228,2.121029,2.967057,0.000000,1500.820000
5,0,2,112,1,0,0,723.767033,3.876805,2.750814,0.000000,1502.600000
8,0,2,112,1,0,0,771.657154,2.931701,2.430939,0.000000,1553.480000
14,0,2,112,1,0,0,791.981056,3.661733,2.372148,0.000000,1577.060000
13,0,2,112,1,0,0,799.212046,1.925552,2.728460,0.000000,1582.440000
3,0,2,112,1,0,0,694.347515,2.108178,2.990977,0.000000,1466.080000
9,0,2,112,1,0,0,698.086677,2.057505,2.990890,0.000000,1469.660000
11,0,2,112,1,0,0,616.111457,0.064472,2.990816,0.000000,1367.680000
6,0,2,112,1,0,0,781.111956,3.662695,1.779560,0.000000,1563.320000
2,0,1,224,1,0,0,318.441709,-nan,0.000001,0.000000,1014.714286
4,0,0,8,621397204,0,0,249.732321,2.631523,0.792452,0.000000,937.367347
5,0,0,8,148417,0,0,250.896367,5.318096,0.792263,0.000000,936.580000
8,0,0,8,725,0,0,254.635140,2.942006,0.790379,0.000000,938.600000
14,0,0,8,616,0,0,255.212520,4.532060,0.790432,0.000000,941.180000
13,0,0,8,916,0,0,255.596383,3.758673,0.790174,0.000000,942.360000
3,0,0,8,21839,0,0,246.520324,2.120458,0.792204,0.000000,931.560000
9,0,0,8,21836,0,0,246.374560,2.117249,0.792205,0.000000,931.360000
11,0,0,8,4868,0,0,246.434669,0.064476,0.792410,0.000000,930.160000
6,0,0,8,86757955,0,0,259.057154,4.017570,0.790341,0.000000,945.240000
4,0,0,16,618549448,0,0,251.137069,2.631688,0.793295,0.000000,937.480000
5,0,0,16,149226,0,0,258.686632,5.368217,0.793262,0.000000,943.140000
8,0,0,16,719,0,0,260.301416,2.939543,0.792270,0.000000,946.460000
14,0,0,16,609,0,0,265.164917,4.515189,0.792149,0.000000,952.000000
13,0,0,16,906,0,0,269.116398,3.757348,0.791924,0.000000,954.580000
3,0,0,16,21629,0,0,250.730943,2.121506,0.793131,0.000000,934.060000
9,0,0,16,21634,0,0,250.029861,2.117490,0.793148,0.000000,934.020000
11,0,0,16,4824,0,0,246.960296,0.064470,0.793249,0.000000,931.660000
6,0,0,16,85771089,0,0,272.810975,4.012363,0.791988,0.000000,960.520000
4,0,0,24,612758326,0,0,255.413149,2.631450,0.793426,0.000000,941.620000
5,0,0,24,146722,0,0,263.324896,5.369691,0.793476,0.000000,950.440000
8,0,0,24,712,0,0,268.752259,2.938817,0.792675,0.000000,954.940000
14,0,0,24,602,0,0,277.039571,4.499140,0.792632,0.000000,963.180000
13,0,0,24,895,0,0,282.973874,3.750011,0.792398,0.000000,967.100000
3,0,0,24,21435,0,0,251.547338,2.121346,0.793307,0.000000,936.960000
9,0,0,24,21438,0,0,251.592558,2.117506,0.793316,0.000000,936.880000
11,0,0,24,4779,0,0,249.383419,0.064468,0.793435,0.000000,933.740000
6,0,0,24,84877146,0,0,288.630387,4.009049,0.792287,0.000000,976.280000
4,0,0,32,607065498,0,0,260.381128,2.630705,0.793220,0.000000,946.700000
5,0,0,32,147880,0,0,271.428725,5.388958,0.793319,0.000000,957.980000
8,0,0,32,705,0,0,274.886135,2.938747,0.792550,0.000000,963.160000
14,0,0,32,597,0,0,288.638763,4.497329,0.792646,0.000000,973.840000
13,0,0,32,885,0,0,290.993307,3.747287,0.792358,0.000000,978.320000
3,0,0,32,21229,0,0,255.848265,2.121132,0.793222,0.000000,939.300000
9,0,0,32,21229,0,0,255.766060,2.117314,0.793224,0.000000,939.440000
11,0,0,32,4735,0,0,251.904969,0.064467,0.793352,0.000000,935.200000
6,0,0,32,83874831,0,0,304.286786,4.006469,0.792262,0.000000,991.760000
4,0,0,40,601423061,0,0,265.395803,2.629956,0.793054,0.000000,951.160000
5,0,0,40,141947,0,0,279.684315,5.366542,0.793124,0.000000,965.720000
8,0,0,40,698,0,0,285.553790,2.939273,0.792526,0.000000,971.560000
14,0,0,40,590,0,0,297.206125,4.485306,0.792542,0.000000,984.580000
13,0,0,40,889,0,0,305.760219,3.770066,0.792889,0.000000,994.820000
3,0,0,40,21042,0,0,256.952023,2.121604,0.793200,0.000000,942.060000
9,0,0,40,21039,0,0,256.608972,2.117274,0.793224,0.000000,941.400000
11,0,0,40,4693,0,0,252.466797,0.064466,0.793192,0.000000,936.540000
6,0,0,40,82882213,0,0,319.545755,4.004069,0.791982,0.000000,1006.080000
4,0,0,48,596078600,0,0,271.355044,2.629301,0.792976,0.000000,955.420000
5,0,0,48,140312,0,0,286.815474,5.371859,0.793124,0.000000,973.120000
8,0,0,48,691,0,0,292.299790,2.939950,0.792329,0.000000,979.520000
14,0,0,48,585,0,0,307.718567,4.490632,0.792338,0.000000,995.220000
13,0,0,48,886,0,0,321.020307,3.776578,0.792993,0.000000,1010.448980
3,0,0,48,20856,0,0,260.866096,2.121821,0.793156,0.000000,945.160000
9,0,0,48,20857,0,0,260.999097,2.117396,0.793156,0.000000,945.040000
11,0,0,48,4652,0,0,256.656150,0.064465,0.793169,0.000000,938.920000
6,0,0,48,81908176,0,0,331.888923,4.000895,0.791921,0.000000,1021.660000
4,0,0,56,589593494,0,0,276.591471,2.628380,0.791947,0.000000,960.300000
5,0,0,56,140748,0,0,294.469775,5.350559,0.792078,0.000000,981.160000
8,0,0,56,684,0,0,303.625824,2.941624,0.791618,0.000000,988.560000
14,0,0,56,576,0,0,317.525932,4.492026,0.791411,0.000000,1005.960000
13,0,0,56,875,0,0,333.334640,3.772613,0.792071,0.000000,1024.897959
3,0,0,56,20640,0,0,265.546545,2.121426,0.792293,0.000000,948.160000
9,0,0,56,20646,0,0,265.375205,2.117277,0.792402,0.000000,948.040000
11,0,0,56,4602,0,0,257.721897,0.064465,0.792124,0.000000,940.800000
6,0,0,56,81023939,0,0,347.239459,3.995118,0.791080,0.000000,1039.620000
4,0,0,64,579064408,0,0,282.067115,2.627385,0.790981,0.000000,964.940000
5,0,0,64,138436,0,0,302.978089,5.333150,0.791171,0.000000,988.360000
8,0,0,64,671,0,0,314.905308,2.941236,0.790844,0.000000,997.820000
14,0,0,64,566,0,0,330.380737,4.492168,0.790660,0.000000,1017.880000
13,0,0,64,862,0,0,347.599414,3.771947,0.791794,0.000000,1038.367347
3,0,0,64,20294,0,0,270.439803,2.121677,0.791564,0.000000,950.760000
9,0,0,64,20295,0,0,270.364994,2.117335,0.791574,0.000000,950.400000
11,0,0,64,4527,0,0,260.671249,0.064465,0.791429,0.000000,942.200000
6,0,0,64,79413697,0,0,364.404285,3.997545,0.790641,0.000000,1055.660000
4,0,0,72,569915467,0,0,286.927271,2.627076,0.790640,0.000000,968.780000
5,0,0,72,135926,0,0,308.773319,5.343065,0.791013,0.000000,995.160000
8,0,0,72,661,0,0,322.193515,2.941492,0.790772,0.000000,1005.960000
14,0,0,72,556,0,0,342.523518,4.493430,0.790776,0.000000,1029.080000
13,0,0,72,849,0,0,360.285365,3.769044,0.791422,0.000000,1050.448980
3,0,0,72,19971,0,0,271.740860,2.121479,0.791352,0.000000,953.120000
9,0,0,72,19975,0,0,271.562148,2.117646,0.791408,0.000000,952.740000
11,0,0,72,4455,0,0,263.603439,0.064465,0.791196,0.000000,944.000000
6,0,0,72,77993190,0,0,380.490970,3.998346,0.790461,0.000000,1071.480000
4,0,0,80,560360628,0,0,292.605524,2.625958,0.790619,0.000000,973.680000
5,0,0,80,133175,0,0,318.165512,5.351257,0.790850,0.000000,1002.880000
8,0,0,80,650,0,0,330.348602,2.941555,0.790853,0.000000,1014.480000
14,0,0,80,547,0,0,351.146629,4.484189,0.790511,0.000000,1040.260000
13,0,0,80,837,0,0,370.514382,3.766124,0.791336,0.000000,1062.653061
3,0,0,80,19633,0,0,277.132991,2.121701,0.791178,0.000000,956.200000
9,0,0,80,19639,0,0,277.129950,2.117547,0.791184,0.000000,956.000000
11,0,0,80,4380,0,0,265.155195,0.064465,0.790900,0.000000,945.920000
6,0,0,80,76629536,0,0,392.383418,3.998687,0.790587,0.000000,1086.280000
4,0,0,88,551073991,0,0,297.478846,2.626943,0.790128,0.000000,978.000000
5,0,0,88,131248,0,0,326.317886,5.345880,0.790449,0.000000,1009.940000
8,0,0,88,640,0,0,339.663785,2.941495,0.790489,0.000000,1022.460000
14,0,0,88,538,0,0,361.922437,4.481761,0.790358,0.000000,1050.480000
13,0,0,88,824,0,0,385.253884,3.762549,0.791127,0.000000,1074.061224
3,0,0,88,19314,0,0,280.370027,2.121628,0.790949,0.000000,958.920000
9,0,0,88,19317,0,0,279.666469,2.117578,0.791030,0.000000,958.680000
11,0,0,88,4307,0,0,269.501256,0.064464,0.790758,0.000000,947.560000
6,0,0,88,75164683,0,0,408.130448,3.998538,0.790036,0.000000,1101.260000
4,0,0,96,542249611,0,0,302.724947,2.625498,0.790028,0.000000,982.520000
5,0,0,96,127898,0,0,331.986500,5.346560,0.790523,0.000000,1017.180000
8,0,0,96,631,0,0,347.203544,2.941355,0.790632,0.000000,1030.720000
14,0,0,96,528,0,0,376.375716,4.481986,0.790117,0.000000,1061.040000
13,0,0,96,814,0,0,398.285073,3.766938,0.791145,0.000000,1088.163265
3,0,0,96,19007,0,0,283.108670,2.121391,0.790732,0.000000,961.360000
9,0,0,96,19007,0,0,282.922196,2.117599,0.790754,0.000000,960.980000
11,0,0,96,4239,0,0,271.106471,0.064464,0.790502,0.000000,949.240000
6,0,0,96,73791684,0,0,426.247080,3.997957,0.789980,0.000000,1115.600000
4,0,0,104,533869945,0,0,308.223723,2.625053,0.789901,0.000000,986.960000
5,0,0,104,125678,0,0,341.299768,5.350257,0.790502,0.000000,1024.920000
8,0,0,104,621,0,0,358.217765,2.942653,0.790577,0.000000,1039.120000
14,0,0,104,520,0,0,388.306982,4.483973,0.790082,0.000000,1072.280000
13,0,0,104,807,0,0,414.387136,3.774465,0.791379,0.000000,1105.102041
3,0,0,104,18708,0,0,288.237697,2.121646,0.790631,0.000000,964.420000
9,0,0,104,18716,0,0,288.068748,2.117539,0.790903,0.000000,963.920000
11,0,0,104,4172,0,0,272.386007,0.064464,0.790267,0.000000,950.740000
6,0,0,104,72473618,0,0,442.229414,3.996532,0.789728,0.000000,1130.160000
4,0,0,112,522094374,0,0,314.607157,2.625363,0.790076,0.000000,991.300000
5,0,0,112,135991,0,0,352.454682,5.354143,0.790806,0.000000,1032.680000
8,0,0,112,606,0,0,364.758401,2.943151,0.790436,0.000000,1047.520000
14,0,0,112,490,0,0,400.003911,4.484101,0.790477,0.000000,1082.795918
13,0,0,112,800,0,0,428.906451,3.769300,0.792044,0.000000,1118.734694
3,0,0,112,18313,0,0,290.932157,2.121469,0.790861,0.000000,967.460000
9,0,0,112,18181,0,0,290.300712,2.117517,0.790641,0.000000,966.860000
11,0,0,112,4093,0,0,278.894062,0.064464,0.790501,0.000000,952.980000
6,0,0,112,70195583,0,0,459.291807,3.992469,0.790342,0.000000,1146.040000
4,0,0,8,1,0,0,244.577554,2.624646,0.795566,0.000000,933.980000
5,0,0,8,1,0,0,248.138390,5.410074,0.795573,0.000000,936.080000
8,0,0,8,1,0,0,250.747020,2.929496,0.795152,0.000000,938.320000
14,0,0,8,1,0,0,251.763516,4.518715,0.795052,0.000000,940.840000
13,0,0,8,1,0,0,252.157938,3.755696,0.794876,0.000000,942.285714
3,0,0,8,1,0,0,244.296431,2.119667,0.795425,0.000000,931.180000
9,0,0,8,1,0,0,244.379121,2.113908,0.795407,0.000000,931.160000
11,0,0,8,1,0,0,244.344489,0.064459,0.795542,0.000000,930.220000
6,0,0,8,1,0,0,255.935002,4.006830,0.794793,0.000000,945.260000
4,0,0,16,1,0,0,248.301677,2.627358,0.795104,0.000000,937.580000
5,0,0,16,1,0,0,255.960767,5.384936,0.795103,0.000000,943.380000
8,0,0,16,1,0,0,256.357849,2.932847,0.794653,0.000000,946.260000
14,0,0,16,1,0,0,261.046579,4.515379,0.794748,0.000000,952.102041
13,0,0,16,1,0,0,265.043972,3.756857,0.794396,0.000000,954.673469
3,0,0,16,1,0,0,246.882792,2.120264,0.795056,0.000000,934.160000
9,0,0,16,1,0,0,246.915713,2.115605,0.794517,0.000000,934.480000
11,0,0,16,1,0,0,244.160131,0.064461,0.795124,0.000000,931.720000
6,0,0,16,1,0,0,268.874919,4.006941,0.794551,0.000000,960.320000
4,0,0,24,1,0,0,252.243538,2.627833,0.794808,0.000000,941.340000
5,0,0,24,1,0,0,260.024619,5.398364,0.794757,0.000000,950.100000
8,0,0,24,1,0,0,264.557985,2.935093,0.794227,0.000000,954.480000
14,0,0,24,1,0,0,272.901051,4.509566,0.794258,0.000000,962.591837
13,0,0,24,1,0,0,278.399499,3.753540,0.794109,0.000000,966.489796
3,0,0,24,1,0,0,248.332566,2.120803,0.794722,0.000000,936.367347
9,0,0,24,1,0,0,248.297144,2.115880,0.794748,0.000000,936.000000
11,0,0,24,1,0,0,244.996824,0.064462,0.794814,0.000000,932.760000
6,0,0,24,1,0,0,284.132750,4.005832,0.793924,0.000000,975.740000
4,0,0,32,1,0,0,256.305590,2.627232,0.794481,0.000000,945.560000
5,0,0,32,1,0,0,267.670697,5.387124,0.794516,0.000000,957.360000
8,0,0,32,1,0,0,270.098275,2.934904,0.793654,0.000000,962.800000
14,0,0,32,1,0,0,284.323965,4.505327,0.793839,0.000000,973.142857
13,0,0,32,1,0,0,286.240733,3.747448,0.793718,0.000000,977.795918
3,0,0,32,1,0,0,252.218864,2.120778,0.794441,0.000000,939.000000
9,0,0,32,1,0,0,252.182745,2.116483,0.794406,0.000000,938.800000
11,0,0,32,1,0,0,248.294423,0.064462,0.794580,0.000000,934.780000
6,0,0,32,1,0,0,299.712149,4.003944,0.793481,0.000000,990.940000
4,0,0,40,1,0,0,260.855926,2.626914,0.794100,0.000000,950.340000
5,0,0,40,1,0,0,275.221267,5.404096,0.794189,0.000000,964.760000
8,0,0,40,1,0,0,279.729134,2.936958,0.793479,0.000000,970.300000
14,0,0,40,1,0,0,291.709698,4.503816,0.793468,0.000000,983.469388
13,0,0,40,1,0,0,300.746046,3.775532,0.793768,0.000000,994.489796
3,0,0,40,1,0,0,252.681006,2.120889,0.794170,0.000000,941.224490
9,0,0,40,1,0,0,252.351475,2.116370,0.794104,0.000000,941.180000
11,0,0,40,1,0,0,248.302138,0.064462,0.794338,0.000000,936.440000
6,0,0,40,1,0,0,313.890040,4.002093,0.793122,0.000000,1006.940000
4,0,0,48,1,0,0,266.923201,2.627493,0.793881,0.000000,956.000000
5,0,0,48,1,0,0,282.389474,5.405860,0.793874,0.000000,973.240000
8,0,0,48,1,0,0,286.221723,2.937182,0.793177,0.000000,979.900000
14,0,0,48,1,0,0,301.350501,4.500426,0.793007,0.000000,995.734694
13,0,0,48,1,0,0,315.561391,3.778890,0.793569,0.000000,1010.612245
3,0,0,48,1,0,0,255.986310,2.121212,0.793795,0.000000,945.367347
9,0,0,48,1,0,0,255.925264,2.116676,0.793803,0.000000,944.940000
11,0,0,48,1,0,0,252.005759,0.064462,0.793979,0.000000,938.820000
6,0,0,48,1,0,0,325.651488,3.999493,0.792683,0.000000,1022.160000
4,0,0,56,1,0,0,271.400186,2.625931,0.793270,0.000000,960.880000
5,0,0,56,1,0,0,289.656151,5.407817,0.793541,0.000000,981.840000
8,0,0,56,1,0,0,296.801688,2.939515,0.792867,0.000000,989.620000
14,0,0,56,1,0,0,310.382935,4.498253,0.792595,0.000000,1007.040816
13,0,0,56,1,0,0,327.687723,3.775422,0.793296,0.000000,1026.142857
3,0,0,56,1,0,0,260.150788,2.121543,0.793574,0.000000,948.755102
9,0,0,56,1,0,0,259.966650,2.116986,0.793551,0.000000,948.200000
11,0,0,56,1,0,0,252.111765,0.064462,0.793631,0.000000,941.040000
6,0,0,56,1,0,0,340.237094,3.995198,0.792594,0.000000,1041.000000
4,0,0,64,1,0,0,275.147349,2.625618,0.791469,0.000000,965.100000
5,0,0,64,1,0,0,297.197859,5.397396,0.791875,0.000000,988.600000
8,0,0,64,1,0,0,305.595237,2.939620,0.791187,0.000000,998.120000
14,0,0,64,1,0,0,321.234518,4.500277,0.790990,0.000000,1018.122449
13,0,0,64,1,0,0,339.823565,3.773031,0.791386,0.000000,1038.183673
3,0,0,64,1,0,0,263.778986,2.121331,0.791737,0.000000,950.632653
9,0,0,64,1,0,0,263.835821,2.117098,0.791899,0.000000,950.500000
11,0,0,64,1,0,0,253.961993,0.064462,0.791414,0.000000,942.580000
6,0,0,64,1,0,0,355.016888,3.997576,0.791076,0.000000,1057.160000
4,0,0,72,1,0,0,279.150550,2.625897,0.791133,0.000000,969.460000
5,0,0,72,1,0,0,301.256752,5.397053,0.790889,0.000000,995.780000
8,0,0,72,1,0,0,311.834107,2.939707,0.790878,0.000000,1006.900000
14,0,0,72,1,0,0,331.616446,4.494418,0.790616,0.000000,1029.326531
13,0,0,72,1,0,0,349.692839,3.769371,0.790826,0.000000,1050.877551
3,0,0,72,1,0,0,263.908558,2.121826,0.791068,0.000000,953.775510
9,0,0,72,1,0,0,263.767335,2.117123,0.791155,0.000000,953.540000
11,0,0,72,1,0,0,255.930505,0.064462,0.791054,0.000000,944.000000
6,0,0,72,1,0,0,369.245514,3.998179,0.790715,0.000000,1072.720000
4,0,0,80,1,0,0,283.060985,2.625365,0.790575,0.000000,973.960000
5,0,0,80,1,0,0,308.906084,5.377440,0.790669,0.000000,1003.240000
8,0,0,80,1,0,0,318.582763,2.939607,0.790628,0.000000,1015.240000
14,0,0,80,1,0,0,338.465145,4.492362,0.790252,0.000000,1040.714286
13,0,0,80,1,0,0,359.202518,3.765543,0.790385,0.000000,1062.612245
3,0,0,80,1,0,0,267.785926,2.121420,0.790603,0.000000,956.428571
9,0,0,80,1,0,0,267.505458,2.117209,0.790615,0.000000,956.100000
11,0,0,80,1,0,0,255.793785,0.064462,0.790833,0.000000,945.920000
6,0,0,80,1,0,0,379.523190,3.998472,0.790132,0.000000,1087.580000
4,0,0,88,1,0,0,286.788115,2.625589,0.790138,0.000000,978.260000
5,0,0,88,1,0,0,315.174224,5.386862,0.790167,0.000000,1010.240000
8,0,0,88,1,0,0,326.951277,2.939779,0.789989,0.000000,1023.180000
14,0,0,88,1,0,0,347.832809,4.489435,0.789656,0.000000,1051.489796
13,0,0,88,1,0,0,372.399895,3.763072,0.789818,0.000000,1074.183673
3,0,0,88,1,0,0,269.393417,2.121373,0.790033,0.000000,959.142857
9,0,0,88,1,0,0,268.841115,2.117234,0.790236,0.000000,958.600000
11,0,0,88,1,0,0,259.476079,0.064463,0.790530,0.000000,947.560000
6,0,0,88,1,0,0,392.958167,3.998136,0.790180,0.000000,1102.540000
4,0,0,96,1,0,0,290.740493,2.626131,0.789309,0.000000,982.480000
5,0,0,96,1,0,0,320.214230,5.370327,0.789828,0.000000,1017.200000
8,0,0,96,1,0,0,331.907895,2.940667,0.789672,0.000000,1030.880000
14,0,0,96,1,0,0,358.924734,4.487146,0.789424,0.000000,1061.061224
13,0,0,96,1,0,0,383.751676,3.767619,0.789680,0.000000,1088.081633
3,0,0,96,1,0,0,271.807643,2.121593,0.789658,0.000000,961.612245
9,0,0,96,1,0,0,271.643075,2.117425,0.789298,0.000000,961.520000
11,0,0,96,1,0,0,259.910777,0.064463,0.789954,0.000000,949.400000
6,0,0,96,1,0,0,407.370284,3.997616,0.789615,0.000000,1117.080000
4,0,0,104,1,0,0,294.727551,2.623059,0.789076,0.000000,987.280000
5,0,0,104,1,0,0,327.424562,5.372909,0.789105,0.000000,1025.240000
8,0,0,104,1,0,0,340.845792,2.940693,0.789599,0.000000,1039.860000
14,0,0,104,1,0,0,369.995368,4.485825,0.788946,0.000000,1072.591837
13,0,0,104,1,0,0,397.668218,3.770634,0.789891,0.000000,1104.346939
3,0,0,104,1,0,0,275.400287,2.121293,0.789206,0.000000,964.306122
9,0,0,104,1,0,0,275.215156,2.117398,0.788707,0.000000,964.080000
11,0,0,104,1,0,0,260.010276,0.064463,0.788519,0.000000,951.120000
6,0,0,104,1,0,0,421.678671,3.996517,0.789421,0.000000,1131.940000
4,0,0,112,1,0,0,298.403624,2.623888,0.788544,0.000000,991.720000
5,0,0,112,1,0,0,335.126882,5.351102,0.789014,0.000000,1032.720000
8,0,0,112,1,0,0,346.642374,2.943801,0.788885,0.000000,1048.020000
14,0,0,112,1,0,0,379.185693,4.479280,0.788518,0.000000,1082.959184
13,0,0,112,1,0,0,409.501921,3.770484,0.789329,0.000000,1118.571429
3,0,0,112,1,0,0,275.692467,2.121415,0.788835,0.000000,967.244898
9,0,0,112,1,0,0,275.445831,2.117290,0.788764,0.000000,966.880000
11,0,0,112,1,0,0,263.684724,0.064463,0.788597,0.000000,952.640000
6,0,0,112,1,0,0,434.252017,3.992752,0.788534,0.000000,1146.300000
4,0,1,8,1564189893,0,0,337.024159,2.632456,1.991814,0.000000,1032.083333
5,0,1,8,388436,0,0,427.324231,5.352816,1.992510,0.000000,1139.020000
8,0,1,8,1918,0,0,438.500287,2.966435,1.989783,0.000000,1152.300000
14,0,1,8,1593,0,0,444.475149,4.505659,1.990344,0.000000,1160.240000
13,0,1,8,2291,0,0,448.119099,3.614364,1.989751,0.000000,1162.840000
3,0,1,8,56063,0,0,413.678213,2.121374,1.992608,0.000000,1124.360000
9,0,1,8,56025,0,0,412.864959,2.118200,1.992613,0.000000,1123.880000
11,0,1,8,12489,0,0,412.114788,0.064481,1.992561,0.000000,1120.360000
6,0,1,8,224326774,0,0,457.571877,4.009795,1.990038,0.000000,1177.140000
4,0,1,16,1596347107,0,0,430.757558,2.634333,1.993625,0.000000,1143.340000
5,0,1,16,383456,0,0,446.739453,5.374876,1.993511,0.000000,1163.680000
8,0,1,16,1917,0,0,461.986041,2.965717,1.991836,0.000000,1180.360000
14,0,1,16,1583,0,0,477.427645,4.476129,1.992288,0.000000,1195.460000
13,0,1,16,2250,0,0,478.621883,3.573382,1.991365,0.000000,1199.180000
3,0,1,16,55876,0,0,420.062343,2.121116,1.993612,0.000000,1131.920000
9,0,1,16,55845,0,0,419.718122,2.117980,1.993592,0.000000,1131.520000
11,0,1,16,12447,0,0,415.537973,0.064478,1.993521,0.000000,1125.120000
6,0,1,16,222668139,0,0,507.233484,4.004043,1.991384,0.000000,1230.800000
4,0,1,24,1591689344,0,0,445.262538,2.635087,1.993637,0.000000,1162.980000
5,0,1,24,386354,0,0,472.744439,5.370299,1.993496,0.000000,1194.040000
8,0,1,24,1918,0,0,487.534754,2.967163,1.991998,0.000000,1209.380000
